station_no,station_name,function,state_raw,state,latitude,longitude,coord_status,lat_parse_method,lon_parse_method
4413035,"Ldg. Folly Ringlet, Cameron Highlands",RF,Pahang,Pahang,4.415278,101.384722,ok,parsed_excel_date,parsed_dms
4414036,Ldg. Boh (Kawasan Kilang),RF,Pahang,Pahang,4.451389,101.425,ok,parsed_excel_date,parsed_dms
4414037,Ldg. Boh (Bhg. Boh),RF,Pahang,Pahang,4.441667,101.444444,ok,parsed_excel_date,parsed_dms
4414038,Ldg. Boh (Bhg. Selatan),RF,Pahang,Pahang,4.448611,101.452778,ok,parsed_excel_date,parsed_dms
4414040,Mardi C Highlands,RF,Pahang,Pahang,4.45,101.42,ok,parsed_excel_date,parsed_dms
4419047,Stn. Keretapi Chegar Perah,RF,Pahang,Pahang,4.425,101.933333,ok,parsed_excel_date,parsed_dms
4424112,Sek. Keb. Kg. Pagi,RF,Pahang,Pahang,4.461111,102.483333,ok,parsed_excel_date,parsed_dms
4426111,"Ulu Tembeling, Balai Penghulu",RF,Pahang,Pahang,4.498611,102.651389,ok,parsed_excel_date,parsed_dms
4513033,Gunung Brinchang di C.Highlands,RF,Pahang,Pahang,4.516667,101.383333,ok,parsed_dms,parsed_dms
4514031,Ldg. Teh Blue Valley,RF,Pahang,Pahang,4.586111,101.419444,ok,parsed_dms,parsed_dms
4514032,Ldg .Teh Sg. Palas di Cameron Highlands,RF,Pahang,Pahang,4.516667,101.416667,ok,parsed_dms,parsed_dms
4514035,"Sungai Ikan, C Highlands",RF,Pahang,Pahang,4.57,101.41,ok,parsed_dms,parsed_dms
4620045,Paya Paloh,RF,Pahang,Pahang,4.677778,102.008333,ok,parsed_dms,parsed_dms
4620046,Merapoh,RF,Pahang,Pahang,4.694444,102.005,ok,parsed_dms,parsed_dms
3615003,Pekan Tanjung Malim,RF,Perak,Perak,3.683333,101.523611,ok,parsed_dms,parsed_dms
3615151,Hospital Tg. Malim,RF,Perak,Perak,3.672222,101.543056,ok,parsed_dms,parsed_dms
3711160,Ldg. Ulu Bernam di Tg. Malim,RF,Perak,Perak,3.745833,101.147222,ok,parsed_dms,parsed_dms
3714152,Ldg. Katoyang di Tg. Malim,RF,Perak,Perak,3.719444,101.488889,ok,parsed_dms,parsed_dms
3714153,Ldg. Sg. Behrang,RF,Perak,Perak,3.754167,101.475,ok,parsed_dms,parsed_dms
3808163,Ldg. Bagan Pasir,RF,Perak,Perak,3.891667,100.820833,ok,parsed_dms,parsed_dms
3813158,Ldg. Trolak di Trolak,RF,Perak,Perak,3.897222,101.379167,ok,parsed_dms,parsed_dms
3814156,"Ldg. Bedford, Slim River",RF,Perak,Perak,3.861111,101.444444,ok,parsed_dms,parsed_dms
3814157,Ldg. Baba Bakala,RF,Perak,Perak,3.831944,101.408333,ok,parsed_dms,parsed_dms
3814158,Sg. Bil,RF,Perak,Perak,3.835331,101.4941,ok,parsed_dms,parsed_dms
3814159,Sg. Slim,RF,Perak,Perak,3.825669,101.408094,ok,parsed_dms,parsed_dms
3814160,Ulu Slim,RF,Perak,Perak,3.865642,101.448064,ok,parsed_dms,parsed_dms
3901001,Changkat Jong,RF,Perak,Perak,3.99,101.1,ok,already_decimal,already_decimal
3907103,JPS. Bagan Datoh,RF,Perak,Perak,3.981944,100.791667,ok,parsed_dms,parsed_dms
3907104,Kampung Pasang Api di Bagan Datoh,RF,Perak,Perak,3.988158,100.765469,ok,parsed_dms,parsed_dms
3908101,Ldg. New Coconut di Bagan Datoh,RF,Perak,Perak,3.941667,100.868056,ok,parsed_dms,parsed_dms
3909100,Bt. 5 Ldg. nova Scotia,RF,Perak,Perak,3.9625,100.986111,ok,parsed_dms,parsed_dms
3909104,Ldg. Jendarata Telok Intan,RF,Perak,Perak,3.911111,100.963889,ok,parsed_dms,parsed_dms
3910099,Ldg. nova Scotia,RF,Perak,Perak,3.986111,101.0125,ok,parsed_dms,parsed_dms
3911149,Ldg. Sussex,RF,Perak,Perak,3.994444,101.127778,ok,parsed_dms,parsed_dms
3913145,Felda Sg. Klah,RF,Perak,Perak,3.995833,101.384722,ok,parsed_dms,parsed_dms
3913146,Ldg. Sg. Klah,RF,Perak,Perak,3.9625,101.322222,ok,parsed_dms,parsed_dms
3913147,Ldg. Sg. Sungkai,RF,Perak,Perak,3.970833,101.3,ok,parsed_dms,parsed_dms
4008102,Ldg. Arcadia,RF,Perak,Perak,4.054167,100.8,ok,parsed_excel_date,parsed_dms
4009096,JPS. Sg. Dedap,RF,Perak,Perak,4.075,100.927778,ok,parsed_excel_date,parsed_dms
4010001,JPS. Telok Intan (Stor),RF,Perak,Perak,4.016667,101.036111,ok,parsed_excel_date,parsed_dms
4010097,Ldg. Sabrang,RF,Perak,Perak,4.009722,101.006944,ok,parsed_dms,parsed_dms
4010098,Hospital Telok Intan,RF,Perak,Perak,4.030556,101.020833,ok,parsed_excel_date,parsed_dms
4010138,Peringkat 1 Sg. Manik,RF,Perak,Perak,4.058333,101.077778,ok,parsed_excel_date,parsed_dms
4010150,"Ldg. Cicely, Telok Intan",RF,Perak,Perak,4.0,101.047222,ok,parsed_dms,parsed_dms
4011139,"Rumah JPS., Sg. Mengkuang",RF,Perak,Perak,4.005556,101.136111,ok,parsed_dms,parsed_dms
4011144,"Rumah Kerajaan JPS., Chui Chak",RF,Perak,Perak,4.047222,101.172222,ok,parsed_excel_date,parsed_dms
4012142,"Ldg. Bidor Bahru (Bidor Tahan), Bidor",RF,Perak,Perak,4.0875,101.286111,ok,parsed_excel_date,parsed_dms
4012143,"Ldg. Bikam, Sungkai",RF,Perak,Perak,4.048611,101.3,ok,parsed_excel_date,parsed_dms
4106047,Ldg. Pundut,RF,Perak,Perak,4.181944,100.633333,ok,parsed_excel_date,parsed_dms
4109094,Kg. Gajah,RF,Perak,Perak,4.179608,100.929925,ok,parsed_dms,parsed_dms
4109095,Kg. Pulau Besar,RF,Perak,Perak,4.141667,100.988889,ok,parsed_excel_date,parsed_dms
4110129,Peringkat IV Sg. Manik,RF,Perak,Perak,4.109722,101.026389,ok,parsed_excel_date,parsed_dms
4110136,Rumah JPS. di Labu Kubong,RF,Perak,Perak,4.134722,101.098611,ok,parsed_excel_date,parsed_dms
4111134,Ldg. Tapah,RF,Perak,Perak,4.158333,101.170833,ok,parsed_excel_date,parsed_dms
4111135,Ldg. Tai Seng,RF,Perak,Perak,4.159722,101.148611,ok,parsed_excel_date,parsed_dms
4111137,Ibu Bekalan Sg. Manik,RF,Perak,Perak,4.118056,101.134722,ok,parsed_excel_date,parsed_dms
4112141,"Ldg. Gedong, Bidor",RF,Perak,Perak,4.119444,101.295833,ok,parsed_excel_date,parsed_dms
4205101,Pulau Pangkor,RF,Perak,Perak,4.212592,100.575147,ok,parsed_dms,parsed_dms
4205102,Lapangan Terbang di Pulau Pangkor,RF,Perak,Perak,4.246306,100.55425,ok,parsed_dms,parsed_dms
4206045,Pengkalan TLDM. Lumut,RF,Perak,Perak,4.226389,100.608333,ok,parsed_excel_date,parsed_dms
4206046,Ldg. Sitiawan,RF,Perak,Perak,4.225,100.686111,ok,parsed_excel_date,parsed_dms
4207044,Ldg. Walbrook,RF,Perak,Perak,4.266667,100.709722,ok,parsed_excel_date,parsed_dms
4207048,Pejabat JPS Sitiawan,RF,Perak,Perak,4.218056,100.7,ok,parsed_excel_date,parsed_dms
4209001,Rumah Pam Teluk Sareh,RF,Perak,Perak,4.255556,100.9125,ok,parsed_excel_date,parsed_dms
4209093,JPS. Telok Sena,RF,Perak,Perak,4.255556,100.9,ok,parsed_excel_date,parsed_dms
4212128,"SRK Sri Kinjang, Chenderiang",RF,Perak,Perak,4.266667,101.238889,ok,parsed_excel_date,parsed_dms
4212133,Hospital Tapah,RF,Perak,Perak,4.2,101.259722,ok,parsed_excel_date,parsed_dms
4306039,Ldg. Sogomana di Lumut,RF,Perak,Perak,4.391667,100.695833,ok,parsed_excel_date,parsed_dms
4306040,"Ldg. Segari, Lumut",RF,Perak,Perak,4.369444,100.629167,ok,parsed_excel_date,parsed_dms
4306042,"Ldg. Lumut, Sg. Segari",RF,Perak,Perak,4.319444,100.629167,ok,parsed_excel_date,parsed_dms
4307041,"Ldg. Bilham, Sitiawan",RF,Perak,Perak,4.347222,100.793056,ok,parsed_excel_date,parsed_dms
4307043,"Ldg. Willingdon, Air Tawar",RF,Perak,Perak,4.338889,100.7875,ok,parsed_excel_date,parsed_dms
4309092,Rumah Pam Bota,RF,Perak,Perak,4.377778,100.902778,ok,parsed_excel_date,parsed_dms
4310001,Tanjung Tualang,RF,Perak,Perak,4.32305,101.071036,ok,parsed_dms,parsed_dms
4311001,Pejabat Daerah Kampar,RF,Perak,Perak,4.305556,101.155556,ok,parsed_excel_date,parsed_dms
4311126,"Ldg. Wah Fatt, Malim Nawar",RF,Perak,Perak,4.397222,101.113889,ok,parsed_excel_date,parsed_dms
4311127,Hospital Kampar,RF,Perak,Perak,4.313889,101.155556,ok,parsed_excel_date,parsed_dms
4312001,Kg Sahom,RF,Perak,Perak,4.385847,101.214581,ok,parsed_dms,parsed_dms
4406049,Ldg. Huntley di Lumut,RF,Perak,Perak,4.431944,100.7,ok,parsed_excel_date,parsed_dms
4407038,Ldg. Sg. Bruas,RF,Perak,Perak,4.493056,100.7625,ok,parsed_excel_date,parsed_dms
4409090,Ldg. Glenealy,RF,Perak,Perak,4.458333,100.930556,ok,parsed_excel_date,parsed_dms
4409091,Rumah Pam Kubang Haji,RF,Perak,Perak,4.461111,100.901389,ok,parsed_excel_date,parsed_dms
4409092,Sg. Perak di parit,RF,Perak,Perak,4.472172,100.9049,ok,parsed_dms,parsed_dms
4409121,Ldg. Nalla di Tronoh,RF,Perak,Perak,4.413889,100.956944,ok,parsed_excel_date,parsed_dms
4410120,Hospital Batu Gajah,RF,Perak,Perak,4.469444,101.033333,ok,parsed_excel_date,parsed_dms
4410122,"Ldg. Hill Rise, Batu Gajah",RF,Perak,Perak,4.427778,101.036111,ok,parsed_excel_date,parsed_dms
4410123,Ldg. Kinta Valley,RF,Perak,Perak,4.402778,101.030556,ok,parsed_excel_date,parsed_dms
4411001,Kolam Takongan Air Gopeng,RF,Perak,Perak,4.479167,101.170833,ok,parsed_excel_date,parsed_dms
4411119,Hospital Gopeng,RF,Perak,Perak,4.473611,101.1625,ok,parsed_excel_date,parsed_dms
4411120,Gua Tempurung di Gopeng,RF,Perak,Perak,4.434278,101.190831,ok,parsed_dms,parsed_dms
4507036,Ldg. Allagor di Trong,RF,Perak,Perak,4.6,100.736111,ok,parsed_dms,parsed_dms
4507037,Ldg. Hidden Stream di Beruas,RF,Perak,Perak,4.551389,100.716667,ok,parsed_dms,parsed_dms
4508086,"Rumah Kerajaan JKR., Manong",RF,Perak,Perak,4.594444,100.877778,ok,parsed_dms,parsed_dms
4508087,Ldg. Sadang,RF,Perak,Perak,4.522222,100.870833,ok,parsed_dms,parsed_dms
4509088,Ldg. Parit,RF,Perak,Perak,4.526389,100.908333,ok,parsed_dms,parsed_dms
4510116,"JPS. Kinta, Ipoh",RF,Perak,Perak,4.597222,101.083333,ok,parsed_dms,parsed_dms
4510117,Ldg. Pinji,RF,Perak,Perak,4.530556,101.072222,ok,parsed_dms,parsed_dms
4510118,Sg. Kinta di Kuala Pari,RF,Perak,Perak,4.578061,101.068903,ok,parsed_dms,parsed_dms
4511111,Politeknik Ungku Omar,RF,Perak,Perak,4.588889,101.125,ok,parsed_dms,parsed_dms
4511118,Kramat Pulai Berhad,RF,Perak,Perak,4.536111,101.15,ok,parsed_dms,parsed_dms
4608001,Pusat Latihan Pertanian Manong,RF,Perak,Perak,4.619444,100.869444,ok,parsed_dms,parsed_dms
4609001,Empang Lempor,RF,Perak,Perak,4.651389,100.901389,ok,parsed_dms,parsed_dms
4609085,Ldg. Senggang,RF,Perak,Perak,4.619444,100.905556,ok,parsed_dms,parsed_dms
4610112,Bandar Baru (Meru Raya),RF,Perak,Perak,4.680556,101.080556,ok,parsed_dms,parsed_dms
4610116,Hospital Ipoh,RF,Perak,Perak,4.602778,101.088889,ok,parsed_dms,parsed_dms
4611001,Ldg. Kuda Keb. Ulu Kinta.,RF,Perak,Perak,4.680556,101.169444,ok,parsed_dms,parsed_dms
4611002,Sg. Kinta di Tanjung Rambutan,RF,Perak,Perak,4.668042,101.157006,ok,parsed_dms,parsed_dms
4611114,"Kerja Air Kinta, Tg. Rambutan",RF,Perak,Perak,4.654167,101.175,ok,parsed_dms,parsed_dms
4611115,"Taman Bahagia, Tg. Rambutan",RF,Perak,Perak,4.675,101.154167,ok,parsed_dms,parsed_dms
4707033,Bkt. Gantang di Kg. Kubu,RF,Perak,Perak,4.776389,100.766667,ok,parsed_dms,parsed_dms
4707034,Ldg. Temerloh di Trong,RF,Perak,Perak,4.715278,100.719444,ok,parsed_dms,parsed_dms
4707035,Ldg. Taiping,RF,Perak,Perak,4.702778,100.709722,ok,parsed_dms,parsed_dms
4708082,Ldg. Bkt. Berapit,RF,Perak,Perak,4.7625,100.825,ok,parsed_dms,parsed_dms
4708083,Ldg. Perak River Valley,RF,Perak,Perak,4.780556,100.884722,ok,parsed_dms,parsed_dms
4708084,Ibu Bekalan Talang di Kuala Kangsar,RF,Perak,Perak,4.775,100.894444,ok,parsed_dms,parsed_dms
4709001,JPS. Kuala Kangsar,RF,Perak,Perak,4.775,100.943056,ok,parsed_dms,parsed_dms
4709084,Hospital Kuala Kangsar,RF,Perak,Perak,4.775,100.938889,ok,parsed_dms,parsed_dms
4710081,Kolam Air JKR. di Sg. Siput,RF,Perak,Perak,4.797222,101.069444,ok,parsed_dms,parsed_dms
4711113,Ldg. Chemor,RF,Perak,Perak,4.736111,101.130556,ok,parsed_dms,parsed_dms
4806032,Sekolah Kebangsaan Matang,RF,Perak,Perak,4.815278,100.677778,ok,parsed_dms,parsed_dms
4807014,Lapangan Terbang Taiping,RF,Perak,Perak,4.861111,100.720833,ok,parsed_dms,parsed_dms
4807015,Ibu Bekalan JKR. Taiping,RF,Perak,Perak,4.866667,100.759722,ok,parsed_dms,parsed_dms
4807016,Bkt. Larut di Taiping,RF,Perak,Perak,4.8625,100.793056,ok,parsed_dms,parsed_dms
4807031,Hospital Taiping,RF,Perak,Perak,4.851389,100.734722,ok,parsed_dms,parsed_dms
4809001,Jambatan Iskandar,RF,Perak,Perak,4.817378,100.964736,ok,parsed_dms,parsed_dms
4810076,"Kg. Pulau Mentimum, Sg. Siput",RF,Perak,Perak,4.9,101.036111,ok,parsed_dms,parsed_dms
4810079,Ldg. Changkat Salak,RF,Perak,Perak,4.855556,101.004167,ok,parsed_dms,parsed_dms
4810080,Ldg. Kemuning di Sg. Siput,RF,Perak,Perak,4.827778,101.059722,ok,parsed_dms,parsed_dms
4811075,"Belia Perlop 1, Sg. Siput",RF,Perak,Perak,4.893056,101.175,ok,parsed_dms,parsed_dms
4811078,Ldg. Elphill di Sg. Siput,RF,Perak,Perak,4.888889,101.104167,ok,parsed_dms,parsed_dms
4904026,Ldg. Gula di Kuala Kurau,RF,Perak,Perak,4.958333,100.470833,ok,parsed_dms,parsed_dms
4905023,Ldg. Gedong di Kerian,RF,Perak,Perak,4.968056,100.597222,ok,parsed_dms,parsed_dms
4906022,Stn. Petak Ujian Selinsing,RF,Perak,Perak,4.952778,100.630556,ok,parsed_dms,parsed_dms
4907013,"Ldg. Lingerwood, Kerian",RF,Perak,Perak,4.941667,100.705556,ok,parsed_dms,parsed_dms
4907017,Ldg. Windsor di Ulu Sepetang,RF,Perak,Perak,4.943056,100.731944,ok,parsed_dms,parsed_dms
4907019,Ldg.norseman,RF,Perak,Perak,4.965278,100.763889,ok,parsed_dms,parsed_dms
4907020,Batu 14 Batu Kurau,RF,Perak,Perak,4.977639,100.779222,ok,parsed_dms,parsed_dms
4908013,Ibu Bekalan Sempeneh di Batu Kurau,RF,Perak,Perak,4.934722,100.827778,ok,parsed_dms,parsed_dms
4908018,Pusat Kesihatan Kecil di Bt. Kurau,RF,Perak,Perak,4.979167,100.804167,ok,parsed_dms,parsed_dms
4909072,Kolam Takongan Air Chenderoh,RF,Perak,Perak,4.961111,100.979167,ok,parsed_dms,parsed_dms
4909073,Ldg. Kati di  Kuala Kangsar,RF,Perak,Perak,4.920833,100.919444,ok,parsed_dms,parsed_dms
4910077,Ldg. Sg. Krudda di Sg. Siput,RF,Perak,Perak,4.911111,101.091667,ok,parsed_dms,parsed_dms
4911076,Balai Polis Kg. Lintang,RF,Perak,Perak,4.9375,101.102778,ok,parsed_dms,parsed_dms
4911077,Sungai Plus di Kampung Lintang,RF,Perak,Perak,4.938814,101.102561,ok,parsed_dms,parsed_dms
5003028,Stn. Petak Ujian Tg. Piandang,RF,Perak,Perak,5.077778,100.386111,ok,parsed_excel_date,parsed_dms
5004027,Rumah Buroh Kuala Kurau,RF,Perak,Perak,5.019444,100.436111,ok,parsed_excel_date,parsed_dms
5005001,JPS. Bagan Serai,RF,Perak,Perak,5.008333,100.541667,ok,parsed_dms,parsed_dms
5005002,Rumah JPS. di Alor Pongsu,RF,Perak,Perak,5.045833,100.591667,ok,parsed_excel_date,parsed_dms
5005003,Jln. Matang Buloh di Bagan Serai,RF,Perak,Perak,5.013889,100.545833,ok,parsed_dms,parsed_dms
5005004,Bagan Serai,RF,Perak,Perak,5.047222,100.504167,ok,parsed_excel_date,parsed_dms
5005010,Ldg. Sg. Kerian,RF,Perak,Perak,5.072222,100.569444,ok,parsed_excel_date,parsed_dms
5005013,Ldg. Sg. Kerian di Parit Buntar,RF,Perak,Perak,5.072222,100.547222,ok,parsed_excel_date,parsed_dms
5005025,"Kerja Air JKR, Bagan Serai",RF,Perak,Perak,5.011111,100.536111,ok,parsed_dms,parsed_dms
5006009,"Ldg. Hock, Alor Pongsu",RF,Perak,Perak,5.076389,100.6,ok,parsed_excel_date,parsed_dms
5006021,Kolam Air Bkt. Merah,RF,Perak,Perak,5.018275,100.653,ok,parsed_dms,parsed_dms
5007020,Ldg. Pondoland di Pondok Tanjung,RF,Perak,Perak,5.009722,100.730556,ok,parsed_dms,parsed_dms
5007020,Sg. Kurau di Pondok Tanjong,RF,Perak,Perak,5.01185,100.731161,ok,parsed_dms,parsed_dms
5007029,Ibu Bekalan Jelai,RF,Perak,Perak,5.022222,100.8,ok,parsed_excel_date,parsed_dms
5009071,Ldg. Kota Lima,RF,Perak,Perak,5.061111,100.973611,ok,parsed_excel_date,parsed_dms
5104011,Hospital Parit Buntar,RF,Perak,Perak,5.130556,100.486111,ok,parsed_excel_date,parsed_dms
5104012,Stn. Petak Ujian Titi Serong,RF,Perak,Perak,5.102778,100.456944,ok,parsed_excel_date,parsed_dms
5104052,Kawasan Sg. Acheh,RF,Perak,Perak,5.147222,100.4375,ok,parsed_excel_date,parsed_dms
5106003,Rantangan Kabel Dusun Limau,RF,Perak,Perak,5.194444,100.666667,ok,parsed_excel_date,parsed_dms
5106004,Ldg. Lumboh Kluang di Selama,RF,Perak,Perak,5.1625,100.652778,ok,parsed_excel_date,parsed_dms
5106008,"Ldg. Hibernia, Selama",RF,Perak,Perak,5.1375,100.697222,ok,parsed_excel_date,parsed_dms
5107006,Ldg. Stoughton di Batu Kurau,RF,Perak,Perak,5.106944,100.772222,ok,parsed_excel_date,parsed_dms
5107007,Ldg. Holyrood di Selama,RF,Perak,Perak,5.129167,100.711111,ok,parsed_excel_date,parsed_dms
5108005,Ibu Bekalan Ulu Ijok,RF,Perak,Perak,5.122222,100.805556,ok,parsed_excel_date,parsed_dms
5109070,Pekan Lenggong,RF,Perak,Perak,5.119444,100.983333,ok,parsed_excel_date,parsed_dms
5206003,"Dispensari Selama, Selama",RF,Perak,Perak,5.219444,100.691667,ok,parsed_excel_date,parsed_dms
5206032,Sg. Kerian di Selama,RF,Perak,Perak,5.229167,100.688889,ok,parsed_excel_date,parsed_dms
5207001,Kolam Air JKR di Selama,RF,Perak,Perak,5.216667,100.701389,ok,parsed_excel_date,parsed_dms
5207002,Ldg. Seldings di Selama,RF,Perak,Perak,5.251389,100.727778,ok,parsed_excel_date,parsed_dms
5210069,Stn. Pemeriksaan Hutan Lawin,RF,Perak,Perak,5.298611,101.058333,ok,parsed_excel_date,parsed_dms
5411066,Kuala Kenderong,RF,Perak,Perak,5.416667,101.154167,ok,parsed_excel_date,parsed_dms
5411068,Hospital Grik,RF,Perak,Perak,5.430556,101.130556,ok,parsed_excel_date,parsed_dms
5412067,Felda Kg. Bersia,RF,Perak,Perak,5.472222,101.2,ok,parsed_excel_date,parsed_dms
5513001,Tasik Banding,RF,Perak,Perak,5.550586,101.352733,ok,parsed_dms,parsed_dms
5610062,Dispensari Klian Intan,RF,Perak,Perak,5.636111,101.025,ok,parsed_dms,parsed_dms
5610063,Kg. Lalang di Grik,RF,Perak,Perak,5.604167,101.080556,ok,parsed_dms,parsed_dms
5710061,Dispensari Kroh,RF,Perak,Perak,5.708333,101.0,ok,parsed_dms,parsed_dms
6201001,Kuala Sanglang,RF,Perlis,Perlis,6.258778,100.196028,ok,parsed_dms,parsed_dms
6301001,Kg. Behor Lateh,RF,Perlis,Perlis,6.394444,100.183611,ok,parsed_excel_date,parsed_dms
6301009,Seriap   ( Tutup ),RF,Perlis,Perlis,6.398611,100.1875,ok,parsed_excel_date,parsed_dms
6301010,Simpang Empat,RF,Perlis,Perlis,6.333333,100.183333,ok,parsed_excel_date,parsed_dms
6302022,Changkat Jawi,RF,Perlis,Perlis,6.366667,100.266667,ok,parsed_excel_date,parsed_dms
6401000,Kuala Perlis,RF,Perlis,Perlis,6.4,100.133333,ok,parsed_excel_date,parsed_dms
6401001,"Kg. Behor, Kangar  ( Tutup )",RF,Perlis,Perlis,6.447222,100.193056,ok,parsed_excel_date,parsed_dms
6401002,Padang Katong di Kangar,RF,Perlis,Perlis,6.445833,100.1875,ok,parsed_excel_date,parsed_dms
6401008,Stor Jps. Kangar   ( Tutup ),RF,Perlis,Perlis,6.441667,100.188889,ok,parsed_excel_date,parsed_dms
6402006,Guar Nangka,RF,Perlis,Perlis,6.475,100.283333,ok,parsed_excel_date,parsed_dms
6402007,Arau,RF,Perlis,Perlis,6.430556,100.270833,ok,parsed_excel_date,parsed_dms
6402008,Ngolang,RF,Perlis,Perlis,6.475,100.247222,ok,parsed_excel_date,parsed_dms
6402009,Kuala Tunggang,RF,Perlis,Perlis,6.452556,100.296667,ok,parsed_dms,parsed_dms
6403001,Ulu Pauh,RF,Perlis,Perlis,6.458333,100.352778,ok,parsed_excel_date,parsed_dms
6501004,Abi   ( Tutup ),RF,Perlis,Perlis,6.548611,100.168056,ok,parsed_dms,parsed_dms
6501005,Abi Kg. Bahru,RF,Perlis,Perlis,6.505556,100.181944,ok,parsed_excel_date,parsed_dms
6502001,Ldg. Perlis Utara   ( Tutup ),RF,Perlis,Perlis,6.580556,100.294444,ok,parsed_dms,parsed_dms
6502003,Tasoh,RF,Perlis,Perlis,6.591667,100.222222,ok,parsed_dms,parsed_dms
6502010,Bukit Temiang,RF,Perlis,Perlis,6.538889,100.231944,ok,parsed_dms,parsed_dms
6502011,Timah Tasoh Dam,RF,Perlis,Perlis,6.570833,100.245833,ok,parsed_dms,parsed_dms
6503001,Ldg. Perlis Selatan,RF,Perlis,Perlis,6.536111,100.3375,ok,parsed_dms,parsed_dms
6601001,Wang Kelian,RF,Perlis,Perlis,6.671111,100.186944,ok,parsed_dms,parsed_dms
6602002,Kaki Bukit,RF,Perlis,Perlis,6.644444,100.2125,ok,parsed_dms,parsed_dms
6602002,Sg.Pelarit dI Kaki Bukit,RF,Perlis,Perlis,6.644444,100.2125,ok,parsed_dms,parsed_dms
6602003,Tasoh,RF,Perlis,Perlis,6.618333,100.233611,ok,parsed_dms,parsed_dms
6602004,Sg.Jarum di Kg. Masjid,RF,Perlis,Perlis,6.543583,100.229167,ok,parsed_dms,parsed_dms
6602005,Lubok Sireh,RF,Perlis,Perlis,6.649722,100.224167,ok,parsed_dms,parsed_dms
6603001,Padang Besar  ( Tutup ),RF,Perlis,Perlis,6.665278,100.325,ok,parsed_dms,parsed_dms
6603002,Padang Besar di Titi Keretapi,RF,Perlis,Perlis,6.656944,100.309722,ok,parsed_dms,parsed_dms
5105051,Kolam Takongan Bkt. Panchor,RF,Pulau Pinang,Pulau Pinang,5.161111,100.536111,ok,parsed_excel_date,parsed_dms
5202021,Stn. Kajicuaca Bayan Lepas,RF,Pulau Pinang,Pulau Pinang,5.297222,100.272222,ok,parsed_excel_date,parsed_dms
5204048,Sg. Simpang Ampat,RF,Pulau Pinang,Pulau Pinang,5.293889,100.480556,ok,parsed_excel_date,parsed_dms
5204049,Ldg. Batu Kawan,RF,Pulau Pinang,Pulau Pinang,5.256944,100.430556,ok,parsed_excel_date,parsed_dms
5205050,Sekolah Kebangsaan Sg. Bakap,RF,Pulau Pinang,Pulau Pinang,5.215833,100.496667,ok,parsed_excel_date,parsed_dms
5205052,Bagan Buaya,RF,Pulau Pinang,Pulau Pinang,5.215833,100.496667,ok,parsed_excel_date,parsed_dms
5302001,Taliair Besar Sg. Pinang,RF,Pulau Pinang,Pulau Pinang,5.391667,100.2125,ok,parsed_excel_date,parsed_dms
5302002,Pintu Air Bagan di Air Itam,RF,Pulau Pinang,Pulau Pinang,5.354167,100.2,ok,parsed_excel_date,parsed_dms
5302003,Kolam Takongan Air Itam,RF,Pulau Pinang,Pulau Pinang,5.395833,100.265278,ok,parsed_excel_date,parsed_dms
5302004,Kolam Takungan Sg. Dondang,RF,Pulau Pinang,Pulau Pinang,5.380833,100.2775,ok,parsed_dms,parsed_dms
5303001,Rumah Kebajikan,RF,Pulau Pinang,Pulau Pinang,5.391667,100.304167,ok,parsed_excel_date,parsed_dms
5303053,Komplek Prai,RF,Pulau Pinang,Pulau Pinang,5.381944,100.391667,ok,parsed_excel_date,parsed_dms
5304044,Juru Dam,RF,Pulau Pinang,Pulau Pinang,5.333333,100.447778,ok,parsed_dms,parsed_dms
5304045,Kolam Air Bkt. Berapit / Pusat Kesihatan Bukit Berapit,RF,Pulau Pinang,Pulau Pinang,5.375556,100.475556,ok,parsed_excel_date,parsed_dms
5304046,Permatang Rawa,RF,Pulau Pinang,Pulau Pinang,5.3625,100.459722,ok,parsed_excel_date,parsed_dms
5304047,Pusat Pertanian Cherok To' Kun,RF,Pulau Pinang,Pulau Pinang,5.349722,100.474167,ok,parsed_excel_date,parsed_dms
5402001,Klinik Bkt. Bendera,RF,Pulau Pinang,Pulau Pinang,5.423611,100.270833,ok,parsed_excel_date,parsed_dms
5402002,Kolam Bersih Pulau Pinang,RF,Pulau Pinang,Pulau Pinang,5.440278,100.286111,ok,parsed_excel_date,parsed_dms
5402011,Stn. Pertanian Air Itam,RF,Pulau Pinang,Pulau Pinang,5.4,100.283333,ok,parsed_excel_date,parsed_dms
5403001,Lorong Batu Lanchang,RF,Pulau Pinang,Pulau Pinang,5.4025,100.299444,ok,parsed_excel_date,parsed_dms
5403042,Stn. Kajicuaca Butterworth,RF,Pulau Pinang,Pulau Pinang,5.4625,100.388889,ok,parsed_excel_date,parsed_dms
5403043,Sungai Pinang,RF,Pulau Pinang,Pulau Pinang,5.410222,100.316278,ok,parsed_dms,parsed_dms
5404041,Ldg. Malakoff,RF,Pulau Pinang,Pulau Pinang,5.488889,100.465278,ok,parsed_excel_date,parsed_dms
5404043,Ibu Bekalan Sg. Kulim,RF,Pulau Pinang,Pulau Pinang,5.433333,100.480556,ok,parsed_excel_date,parsed_dms
5404044,Stn. Petak Ujian Bukit Merah,RF,Pulau Pinang,Pulau Pinang,5.413889,100.430556,ok,parsed_excel_date,parsed_dms
5405001,Sungai Kulim @ Ara Kuda,RF,Pulau Pinang,Pulau Pinang,5.435278,100.513333,ok,parsed_dms,parsed_dms
