station_no,station_name,function,state_raw,state,latitude,longitude,coord_status,lat_parse_method,lon_parse_method
2325034,Ldg. Bkt. Asahan,RF,Melaka,Melaka,2.394444,102.547222,ok,parsed_excel_date,parsed_dms
2421003,Jam. Sg. Simpang Jln. Empat,RF,Melaka,Melaka,2.438889,102.186111,ok,parsed_excel_date,parsed_dms
2421004,"Sg. Siput, Lubuk China",RF,Melaka,Melaka,2.443611,102.114417,ok,parsed_excel_date,parsed_dms
2422002,"Ldg. Pegoh, Alor Gajah",RF,Melaka,Melaka,2.426389,102.206944,ok,parsed_excel_date,parsed_dms
2422004,Tg. Rimau di Alor Gajah,RF,Melaka,Melaka,2.441361,102.241028,ok,parsed_dms,parsed_dms
2423001,Ldg. Tebolang di Tebong,RF,Melaka,Melaka,2.441667,102.327778,ok,parsed_excel_date,parsed_dms
2424031,Datoh Kramat di Nyalas,RF,Melaka,Melaka,2.430556,102.476389,ok,parsed_excel_date,parsed_dms
2418034,Politeknik Port Dickson,RF,Negeri Sembilan,Negeri Sembilan,2.427778,101.870833,ok,parsed_excel_date,parsed_dms
2419054,Ldg. Sengkang,RF,Negeri Sembilan,Negeri Sembilan,2.434722,101.9625,ok,parsed_excel_date,parsed_dms
2420052,Ldg. Sg. Bahru,RF,Negeri Sembilan,Negeri Sembilan,2.477778,102.083333,ok,parsed_excel_date,parsed_dms
2420053,Ldg. Bkt. Bertam,RF,Negeri Sembilan,Negeri Sembilan,2.477778,102.048611,ok,parsed_excel_date,parsed_dms
2421001,Titi Bintagor,RF,Negeri Sembilan,Negeri Sembilan,2.473028,102.100014,ok,parsed_dms,parsed_dms
2422062,JPS Tampin,RF,Negeri Sembilan,Negeri Sembilan,2.473611,102.230556,ok,parsed_excel_date,parsed_dms
2424087,Ldg. Air Tengah,RF,Negeri Sembilan,Negeri Sembilan,2.465278,102.483333,ok,parsed_excel_date,parsed_dms
2517033,Hospital Port Dickson,RF,Negeri Sembilan,Negeri Sembilan,2.530556,101.797222,ok,parsed_dms,parsed_dms
2519046,Ldg. Sua Betong,RF,Negeri Sembilan,Negeri Sembilan,2.508333,101.902778,ok,parsed_dms,parsed_dms
2519047,Sua Betong,RF,Negeri Sembilan,Negeri Sembilan,2.507556,101.9645,ok,parsed_dms,parsed_dms
2520049,Kg. Solok Air Murai,RF,Negeri Sembilan,Negeri Sembilan,2.555556,102.040278,ok,parsed_dms,parsed_dms
2521001,Pulau Mampat di Rembau,RF,Negeri Sembilan,Negeri Sembilan,2.55,102.120833,ok,parsed_dms,parsed_dms
2521050,Chengkau,RF,Negeri Sembilan,Negeri Sembilan,2.651667,102.026111,ok,parsed_dms,parsed_dms
2522061,Ldg. Repah,RF,Negeri Sembilan,Negeri Sembilan,2.474167,102.223056,ok,parsed_excel_date,parsed_dms
2524001,Ldg. Gan Kee,RF,Negeri Sembilan,Negeri Sembilan,2.537778,102.394444,ok,parsed_dms,parsed_dms
2524003,Sg. Gemencheh di Ampang Sg. Dua,RF,Negeri Sembilan,Negeri Sembilan,2.565222,102.447111,ok,parsed_dms,parsed_dms
2524086,Ldg. Gan Kee,RF,Negeri Sembilan,Negeri Sembilan,2.533333,102.402778,ok,parsed_dms,parsed_dms
2617032,Rumah Pemereksa di Chuah,RF,Negeri Sembilan,Negeri Sembilan,2.609722,101.756944,ok,parsed_dms,parsed_dms
2618001,Pusat Komoditi Sendayan,RF,Negeri Sembilan,Negeri Sembilan,2.635,101.888611,ok,parsed_dms,parsed_dms
2618044,Ldg. Mambau,RF,Negeri Sembilan,Negeri Sembilan,2.641667,101.898611,ok,parsed_dms,parsed_dms
2619001,Sg. Linggi,RF,Negeri Sembilan,Negeri Sembilan,2.681139,101.927639,ok,parsed_dms,parsed_dms
2620048,Ldg. Perhentian Tinggi,RF,Negeri Sembilan,Negeri Sembilan,2.651389,102.018056,ok,parsed_dms,parsed_dms
2622078,Sg. Mongku di Senaling,RF,Negeri Sembilan,Negeri Sembilan,2.697222,102.230556,ok,parsed_dms,parsed_dms
2622079,Ibu Bekalan Kuala Pilah,RF,Negeri Sembilan,Negeri Sembilan,2.675,102.216667,ok,parsed_dms,parsed_dms
2623085,Ldg. Johol,RF,Negeri Sembilan,Negeri Sembilan,2.602778,102.319444,ok,parsed_dms,parsed_dms
2625084,"Londah, Kg. Kubang",RF,Negeri Sembilan,Negeri Sembilan,2.638889,102.594444,ok,parsed_dms,parsed_dms
2718005,Ldg. Labu,RF,Negeri Sembilan,Negeri Sembilan,2.751389,101.820833,ok,parsed_dms,parsed_dms
2719001,Setor JPS Sikamat Seremban,RF,Negeri Sembilan,Negeri Sembilan,2.7375,101.955556,ok,parsed_dms,parsed_dms
2719043,Astana Hinggap di Seremban,RF,Negeri Sembilan,Negeri Sembilan,2.730556,101.947222,ok,parsed_dms,parsed_dms
2720041,Kg. Bahru Pantai,RF,Negeri Sembilan,Negeri Sembilan,2.785,101.995,ok,parsed_dms,parsed_dms
2721073,Kg. Tg. Limau (Ulu Bendol),RF,Negeri Sembilan,Negeri Sembilan,2.738889,102.126389,ok,parsed_dms,parsed_dms
2722002,Kg. Sawah Lebar,RF,Negeri Sembilan,Negeri Sembilan,2.755556,102.263889,ok,parsed_dms,parsed_dms
2722003,Sg.Kepis di Pejabat Felcra Site 1,RF,Negeri Sembilan,Negeri Sembilan,2.7125,102.288889,ok,parsed_dms,parsed_dms
2722074,Hospital Kuala Pilah,RF,Negeri Sembilan,Negeri Sembilan,2.733333,102.25,ok,parsed_dms,parsed_dms
2723001,Sg.Kepis At Ulu Sg.Lonek Site 4,RF,Negeri Sembilan,Negeri Sembilan,2.715278,102.330556,ok,parsed_dms,parsed_dms
2723002,Sg.Kepis di Masjid Site 2,RF,Negeri Sembilan,Negeri Sembilan,2.701389,102.315278,ok,parsed_dms,parsed_dms
2723003,Sg.Kepis di Taliair Jps.Site 3,RF,Negeri Sembilan,Negeri Sembilan,2.7,102.331944,ok,parsed_dms,parsed_dms
2723004,Sg.Kepis di Kg Lonek Site 4,RF,Negeri Sembilan,Negeri Sembilan,2.710278,102.333333,ok,parsed_dms,parsed_dms
2723075,Ldg. Juasseh,RF,Negeri Sembilan,Negeri Sembilan,2.8,102.305556,ok,parsed_dms,parsed_dms
2724076,Ldg. Kuala Jelai,RF,Negeri Sembilan,Negeri Sembilan,2.755556,102.405556,ok,parsed_dms,parsed_dms
2724082,Ldg. Jeram Padang,RF,Negeri Sembilan,Negeri Sembilan,2.720833,102.405556,ok,parsed_dms,parsed_dms
2725083,Ldg. New Rompin,RF,Negeri Sembilan,Negeri Sembilan,2.719444,102.5125,ok,parsed_dms,parsed_dms
2725094,Ldg. Kelpin,RF,Negeri Sembilan,Negeri Sembilan,2.779167,102.522222,ok,parsed_dms,parsed_dms
2818003,Ldg. Cairo,RF,Negeri Sembilan,Negeri Sembilan,2.855556,101.8,ok,parsed_dms,parsed_dms
2818004,Ldg. Sg. Mahang,RF,Negeri Sembilan,Negeri Sembilan,2.811111,101.802778,ok,parsed_dms,parsed_dms
2819001,Ldg. Lenggeng,RF,Negeri Sembilan,Negeri Sembilan,2.879167,101.916667,ok,parsed_dms,parsed_dms
2819002,"Bt. 8, Jalan Setul di Mantin",RF,Negeri Sembilan,Negeri Sembilan,2.798611,101.920833,ok,parsed_dms,parsed_dms
2820011,Kg. Ulu Klawang,RF,Negeri Sembilan,Negeri Sembilan,2.912222,102.019444,ok,parsed_dms,parsed_dms
2820041,Kerja Air Seremban,RF,Negeri Sembilan,Negeri Sembilan,2.788889,102.001389,ok,parsed_dms,parsed_dms
2822001,Kg. Birah,RF,Negeri Sembilan,Negeri Sembilan,2.869444,102.258333,ok,parsed_dms,parsed_dms
2823091,Kg. Ulu Serting,RF,Negeri Sembilan,Negeri Sembilan,2.895,102.320556,ok,parsed_dms,parsed_dms
2824093,Ldg. Bahau,RF,Negeri Sembilan,Negeri Sembilan,2.816667,102.45,ok,parsed_dms,parsed_dms
2824095,Ldg. Sg. Sabaling,RF,Negeri Sembilan,Negeri Sembilan,2.848611,102.486111,ok,parsed_dms,parsed_dms
2920012,Petaling di Kuala Klawang,RF,Negeri Sembilan,Negeri Sembilan,2.944444,102.065278,ok,parsed_dms,parsed_dms
2921013,Kg. Relai di Kg. Baharu,RF,Negeri Sembilan,Negeri Sembilan,2.966667,102.125,ok,parsed_dms,parsed_dms
2922017,Kg. Baharu Pertang,RF,Negeri Sembilan,Negeri Sembilan,2.956944,102.202778,ok,parsed_dms,parsed_dms
2922018,Ldg. Pertang,RF,Negeri Sembilan,Negeri Sembilan,2.973611,102.254167,ok,parsed_dms,parsed_dms
2923001,Serting Ulu,RF,Negeri Sembilan,Negeri Sembilan,2.902,102.313722,ok,parsed_dms,parsed_dms
3020016,Kg. Chennah,RF,Negeri Sembilan,Negeri Sembilan,3.093056,102.073611,ok,parsed_excel_date,parsed_dms
3021001,Felcra Purun,RF,Negeri Sembilan,Negeri Sembilan,3.059722,102.116667,ok,parsed_excel_date,parsed_dms
3022001,MARDI Jelebu / MARDI Station,RF,Negeri Sembilan,Negeri Sembilan,3.049722,102.227778,ok,parsed_excel_date,parsed_dms
3023098,Sg. Lui Halt,RF,Negeri Sembilan,Negeri Sembilan,3.084722,102.369444,ok,parsed_excel_date,parsed_dms
3122001,Simpang Durian Triang Ilir,RF,Negeri Sembilan,Negeri Sembilan,3.113889,102.216667,ok,parsed_excel_date,parsed_dms
3122020,Ldg. Simpang Durian,RF,Negeri Sembilan,Negeri Sembilan,3.102778,102.223611,ok,parsed_excel_date,parsed_dms
3122021,Kg. Sg. Buloh,RF,Negeri Sembilan,Negeri Sembilan,3.105556,102.244444,ok,parsed_excel_date,parsed_dms
2630001,Sg. Pukim,RF,Pahang,Pahang,2.602778,103.056944,ok,parsed_dms,parsed_dms
2633001,Ulu Sg.Anak Endau,RF,Pahang,Pahang,2.626389,103.381944,ok,parsed_dms,parsed_dms
2634193,Sg. Anak Endau Kg. Mok,RF,Pahang,Pahang,2.616667,103.458333,ok,parsed_dms,parsed_dms
2734183,Paya Sepayang,RF,Pahang,Pahang,2.748611,103.456944,ok,parsed_dms,parsed_dms
2735184,Kastam Kuala Pontian,RF,Pahang,Pahang,2.765278,103.523611,ok,parsed_dms,parsed_dms
2828173,Kg. Gambir,RF,Pahang,Pahang,2.85,102.855556,ok,parsed_dms,parsed_dms
2829001,Ulu Sg.Chanis,RF,Pahang,Pahang,2.8125,102.9375,ok,parsed_dms,parsed_dms
2831179,Kg. Kedaik,RF,Pahang,Pahang,2.888889,103.186111,ok,parsed_dms,parsed_dms
2834001,Stn. Pertanian Rompin-Endau,RF,Pahang,Pahang,2.8125,103.45,ok,parsed_dms,parsed_dms
2834180,S.K. Leban Chondong,RF,Pahang,Pahang,2.886111,103.430556,ok,parsed_dms,parsed_dms
2834181,Rumah Rehat Lama Rompin,RF,Pahang,Pahang,2.811111,103.494444,ok,parsed_dms,parsed_dms
2841001,"Takek,Pulau Tioman",RF,Pahang,Pahang,2.818056,104.165278,ok,parsed_dms,parsed_dms
2841005,Mukut,RF,Pahang,Pahang,2.813889,104.19895,ok,parsed_dms,parsed_dms
2841005,Kg.Mukut,RF,Pahang,Pahang,2.72,104.171667,ok,parsed_dms,parsed_dms
2841191,Dispensari Pulau Tioman,RF,Pahang,Pahang,2.818056,104.161111,ok,parsed_dms,parsed_dms
2924096,LDG.GLENDALE,RF,Pahang,Pahang,2.9375,102.418889,ok,parsed_dms,parsed_dms
2929001,Ldg. Tabong Haji di Sg. Mengah,RF,Pahang,Pahang,2.983333,102.930556,ok,parsed_dms,parsed_dms
3026156,Pos Iskandar,RF,Pahang,Pahang,3.027778,102.658333,ok,parsed_excel_date,parsed_dms
3028001,Sg. Kepasing,RF,Pahang,Pahang,3.020833,102.831944,ok,parsed_excel_date,parsed_dms
3030178,Pecah Batu Bkt. Raidan,RF,Pahang,Pahang,3.065278,103.080556,ok,parsed_excel_date,parsed_dms
3032167,Temeris,RF,Pahang,Pahang,3.016667,103.198611,ok,parsed_excel_date,parsed_dms
3034168,Sek. Keb. Kg. Bebar,RF,Pahang,Pahang,3.0375,103.420833,ok,parsed_excel_date,parsed_dms
3121143,Simpang Pelangai,RF,Pahang,Pahang,3.175,102.197222,ok,parsed_excel_date,parsed_dms
3122142,Pelangi Kg. Jawi 2,RF,Pahang,Pahang,3.173611,102.241667,ok,parsed_excel_date,parsed_dms
3123151,Ldg. Kemayan,RF,Pahang,Pahang,3.158333,102.373611,ok,parsed_excel_date,parsed_dms
3125158,Stn. Hutan Kemayan,RF,Pahang,Pahang,3.198611,102.573611,ok,parsed_excel_date,parsed_dms
3129177,Bkt. Ibam,RF,Pahang,Pahang,3.168056,102.976389,ok,parsed_excel_date,parsed_dms
3134165,Dispensari Nenasi di Pekan,RF,Pahang,Pahang,3.1375,103.441667,ok,parsed_excel_date,parsed_dms
3220001,Telemong,RF,Pahang,Pahang,3.29,102.08,ok,parsed_excel_date,parsed_dms
3221001,JKR Kg. Manchis,RF,Pahang,Pahang,3.202778,102.1625,ok,parsed_excel_date,parsed_dms
3221141,JKR Kg. Ponsoon,RF,Pahang,Pahang,3.202778,102.1625,ok,parsed_excel_date,parsed_dms
3223084,Ldg. Kemasul di Mengkarak,RF,Pahang,Pahang,3.297222,102.397222,ok,parsed_excel_date,parsed_dms
3223152,Ldg. Triang,RF,Pahang,Pahang,3.247222,102.394444,ok,parsed_excel_date,parsed_dms
3224033,Triang,RF,Pahang,Pahang,3.23,102.4,ok,parsed_excel_date,parsed_dms
3228174,Sg. Cabang Kanan,RF,Pahang,Pahang,3.298611,102.822222,ok,parsed_excel_date,parsed_dms
3230164,Kg. Bangkong (Tutup),RF,Pahang,Pahang,3.286111,103.068056,ok,parsed_excel_date,parsed_dms
3231163,Kg. Unchang,RF,Pahang,Pahang,3.2875,103.188889,ok,parsed_excel_date,parsed_dms
3234162,Kg. Tering di Tanjung Batu,RF,Pahang,Pahang,3.205556,103.444444,ok,parsed_excel_date,parsed_dms
3318126,"Jabatan Perikanan, Bkt. Tinggi",RF,Pahang,Pahang,3.352778,101.825,ok,parsed_excel_date,parsed_dms
3318127,Janda Baik,RF,Pahang,Pahang,3.326389,101.8625,ok,parsed_excel_date,parsed_dms
3320130,"Ldg. Sabai, Bentong",RF,Pahang,Pahang,3.344444,102.077778,ok,parsed_excel_date,parsed_dms
3324082,Kg. Tebing Tinggi di Lebak,RF,Pahang,Pahang,3.391667,102.430556,ok,parsed_excel_date,parsed_dms
3324083,Ladang Karmen,RF,Pahang,Pahang,3.338889,102.413889,ok,parsed_excel_date,parsed_dms
3325085,Kg. Batu Cek Mek,RF,Pahang,Pahang,3.327778,102.506944,ok,parsed_excel_date,parsed_dms
3325086,Kg. Kuala Bera,RF,Pahang,Pahang,3.390278,102.533333,ok,parsed_excel_date,parsed_dms
3330109,Kampong Batu Gong,RF,Pahang,Pahang,3.390278,103.026389,ok,parsed_excel_date,parsed_dms
3334161,"Kg. Bahru, Bt.9, Jln. Nenasi",RF,Pahang,Pahang,3.3875,103.423611,ok,parsed_excel_date,parsed_dms
3420131,Ldg. Bukit Dinding di Bentong,RF,Pahang,Pahang,3.416667,102.058333,ok,parsed_excel_date,parsed_dms
3420132,Kg. Lengkong,RF,Pahang,Pahang,3.47,102.08,ok,parsed_excel_date,parsed_dms
3421134,Ldg. Sg. Kawang,RF,Pahang,Pahang,3.466667,102.143056,ok,parsed_excel_date,parsed_dms
3421135,JKR Lanchang,RF,Pahang,Pahang,3.497222,102.191667,ok,parsed_excel_date,parsed_dms
3423138,JKR Mentakab,RF,Pahang,Pahang,3.483333,102.351389,ok,parsed_excel_date,parsed_dms
3424081,JPS Temerloh,RF,Pahang,Pahang,3.438889,102.426389,ok,parsed_excel_date,parsed_dms
3424081,Temerloh (Lubuk Pasu),RF,Pahang,Pahang,3.43,102.42,ok,parsed_excel_date,parsed_dms
3425087,Est. Kg. Awah,RF,Pahang,Pahang,3.5,102.540278,ok,parsed_excel_date,parsed_dms
3425088,Kg. Chenor S.M.R.K.,RF,Pahang,Pahang,3.483333,102.586111,ok,parsed_excel_date,parsed_dms
3429096,Kg. Salong,RF,Pahang,Pahang,3.486111,102.933333,ok,parsed_excel_date,parsed_dms
3430097,Paya Membang,RF,Pahang,Pahang,3.454167,103.040278,ok,parsed_excel_date,parsed_dms
3431099,Kg. Serambi,RF,Pahang,Pahang,3.497222,103.138889,ok,parsed_excel_date,parsed_dms
3431099,Paloh Inai (Serambi),RF,Pahang,Pahang,3.48,103.13,ok,parsed_excel_date,parsed_dms
3433105,Permatang Pauh,RF,Pahang,Pahang,3.469444,103.383333,ok,parsed_excel_date,parsed_dms
3434001,Pekan,RF,Pahang,Pahang,3.49,103.41,ok,parsed_excel_date,parsed_dms
3518001,Empangan Repas,RF,Pahang,Pahang,3.56,101.88,ok,parsed_dms,parsed_dms
3519125,Kuala Marong di Bentong,RF,Pahang,Pahang,3.5125,101.915278,ok,parsed_excel_date,parsed_dms
3522136,"Kem Batu Lima, Mentakab (Tutup)",RF,Pahang,Pahang,3.501389,102.288889,ok,parsed_excel_date,parsed_dms
3523079,Petak Ujian Padi di Kerdau,RF,Pahang,Pahang,3.573611,102.376389,ok,parsed_dms,parsed_dms
3523137,Ldg. Mentakab,RF,Pahang,Pahang,3.508333,102.336111,ok,parsed_excel_date,parsed_dms
3524080,"Kg. Tebing Tinggi, Sanggang",RF,Pahang,Pahang,3.518056,102.430556,ok,parsed_excel_date,parsed_dms
3527092,Lubok Paku,RF,Pahang,Pahang,3.519444,102.777778,ok,parsed_excel_date,parsed_dms
3527094,Jkr. Maran,RF,Pahang,Pahang,3.580556,102.770833,ok,parsed_dms,parsed_dms
3532101,Kg. Temai Hilir,RF,Pahang,Pahang,3.536111,103.247222,ok,parsed_dms,parsed_dms
3533102,Rumah Pam Pahang Tua di Pekan,RF,Pahang,Pahang,3.561111,103.356944,ok,parsed_dms,parsed_dms
3534103,Kastam Kuala Pahang,RF,Pahang,Pahang,3.533333,103.465278,ok,parsed_dms,parsed_dms
3618123,Balai Polis Sang Lee (Tutup),RF,Pahang,Pahang,3.654167,101.85,ok,parsed_dms,parsed_dms
3623078,Ldg. Sg. Tekal,RF,Pahang,Pahang,3.655556,102.366667,ok,parsed_dms,parsed_dms
3626090,Sek. Keb. Kuala Sentul,RF,Pahang,Pahang,3.655556,102.693056,ok,parsed_dms,parsed_dms
3628001,Pintu Kawalan Paya Kertam,RF,Pahang,Pahang,3.633333,102.855556,ok,parsed_dms,parsed_dms
3628093,JKR Sg. Kertam (Tutup),RF,Pahang,Pahang,3.659722,102.866667,ok,parsed_dms,parsed_dms
3628095,Kg. New Zealand (Tutup),RF,Pahang,Pahang,3.630556,102.844444,ok,parsed_dms,parsed_dms
3629098,Paya Bungor,RF,Pahang,Pahang,3.691667,102.933333,ok,parsed_dms,parsed_dms
3631001,Kg. Pulau Manis,RF,Pahang,Pahang,3.652778,103.119444,ok,parsed_dms,parsed_dms
3631100,Ldg. Tavy (Tutup),RF,Pahang,Pahang,3.658333,103.120833,ok,parsed_dms,parsed_dms
3633104,"Kg. Bahru, Penor",RF,Pahang,Pahang,3.630556,103.315278,ok,parsed_dms,parsed_dms
3717001,Bukit Peninjau,RF,Pahang,Pahang,3.718056,101.752778,ok,parsed_dms,parsed_dms
3717051,Bkt. Fraser (Tutup),RF,Pahang,Pahang,3.713889,101.734722,ok,parsed_dms,parsed_dms
3717052,LLN Sempan,RF,Pahang,Pahang,3.776389,101.780556,ok,parsed_dms,parsed_dms
3718122,JKR Tranum,RF,Pahang,Pahang,3.729167,101.8,ok,parsed_dms,parsed_dms
3723077,Kuala Krau,RF,Pahang,Pahang,3.711111,102.368056,ok,parsed_dms,parsed_dms
3726073,Sg. Jerik,RF,Pahang,Pahang,3.780556,102.643056,ok,parsed_dms,parsed_dms
3726089,JKR Jempol,RF,Pahang,Pahang,3.727778,102.644444,ok,parsed_dms,parsed_dms
3731018,JKR Gambang,RF,Pahang,Pahang,3.705556,103.116667,ok,parsed_dms,parsed_dms
3732019,Stn. Kajicuaca Kuantan (Tutup),RF,Pahang,Pahang,3.766667,103.208333,ok,parsed_dms,parsed_dms
3732020,Paya Besar di Kuantan,RF,Pahang,Pahang,3.772222,103.280556,ok,parsed_dms,parsed_dms
3732021,Kg. Sg. Soi,RF,Pahang,Pahang,3.730556,103.3,ok,parsed_dms,parsed_dms
3818054,Stor JPS Raub,RF,Pahang,Pahang,3.805556,101.847222,ok,parsed_dms,parsed_dms
3818055,"Lombong Emas Australia, Bkt. Koman",RF,Pahang,Pahang,3.818056,101.854167,ok,parsed_dms,parsed_dms
3818057,Kg. Sg. Pasu,RF,Pahang,Pahang,3.876389,101.890278,ok,parsed_dms,parsed_dms
3819056,"Ulu Gali, Raub",RF,Pahang,Pahang,3.822222,101.936111,ok,parsed_dms,parsed_dms
3823075,Ldg. Sg. Mei,RF,Pahang,Pahang,3.809722,102.358333,ok,parsed_dms,parsed_dms
3824001,Paya Gintong di Jerantut,RF,Pahang,Pahang,3.858333,102.444444,ok,parsed_dms,parsed_dms
3824074,Sek. Keb. Kelola,RF,Pahang,Pahang,3.85,102.438889,ok,parsed_dms,parsed_dms
3825001,Lembangan Ujian Sg. Tekam 1,RF,Pahang,Pahang,3.897222,102.534722,ok,parsed_dms,parsed_dms
3828091,Ldg. Ulu Lepar,RF,Pahang,Pahang,3.840278,102.8,ok,parsed_dms,parsed_dms
3831001,Pasir Kemudi,RF,Pahang,Pahang,3.87,103.19,ok,parsed_dms,parsed_dms
3832015,Rancangan Pam Paya Pinang,RF,Pahang,Pahang,3.841667,103.258333,ok,parsed_dms,parsed_dms
3832016,Atabara Sg. Talam di Kuantan,RF,Pahang,Pahang,3.841667,103.295833,ok,parsed_dms,parsed_dms
3833002,Pejabat JPS Negeri Pahang,RF,Pahang,Pahang,3.808333,103.329167,ok,parsed_dms,parsed_dms
3833002,Kuantan (KOMTUR),RF,Pahang,Pahang,3.8,103.32,ok,parsed_dms,parsed_dms
3833004,Ldg. Jeram di Kuantan,RF,Pahang,Pahang,3.894444,103.383333,ok,parsed_dms,parsed_dms
3833017,Ldg. Lian Hup (Tutup),RF,Pahang,Pahang,3.830556,103.302778,ok,parsed_dms,parsed_dms
3833022,Hospital Umum Kuantan,RF,Pahang,Pahang,3.815278,103.327778,ok,parsed_dms,parsed_dms
3917050,Batu Talam di Raub,RF,Pahang,Pahang,3.966667,101.780556,ok,parsed_dms,parsed_dms
3918053,Kg. Cheroh,RF,Pahang,Pahang,3.904167,101.816667,ok,parsed_dms,parsed_dms
3918059,Kg. Dong di Raub,RF,Pahang,Pahang,3.905556,101.894444,ok,parsed_dms,parsed_dms
3918060,JKR Jeruas,RF,Pahang,Pahang,3.970833,101.9,ok,parsed_dms,parsed_dms
3920058,Ulu Dong di Raub,RF,Pahang,Pahang,3.941667,102.016667,ok,parsed_dms,parsed_dms
3921068,JKR Batu Balai,RF,Pahang,Pahang,3.977778,102.173611,ok,parsed_dms,parsed_dms
3922069,Kg. Bharu di Jerantut,RF,Pahang,Pahang,3.915278,102.277778,ok,parsed_dms,parsed_dms
3923070,JKR Jerantut,RF,Pahang,Pahang,3.929167,102.358333,ok,parsed_dms,parsed_dms
3924071,Peri Jerantut,RF,Pahang,Pahang,3.9625,102.427778,ok,parsed_dms,parsed_dms
3924072,Rumah Pam Paya Kangsar,RF,Pahang,Pahang,3.904167,102.433333,ok,parsed_dms,parsed_dms
3925001,Lembangan Ujian Sg. Tekam 2,RF,Pahang,Pahang,3.906944,102.543056,ok,parsed_dms,parsed_dms
3925002,Lembangan Ujian Sg. Tekam 3,RF,Pahang,Pahang,3.901389,102.530556,ok,parsed_dms,parsed_dms
3925003,Lembangan Ujian Sg. Tekam 4,RF,Pahang,Pahang,3.911111,102.534722,ok,parsed_dms,parsed_dms
3925004,Lembangan Ujian Sg. Tekam 5,RF,Pahang,Pahang,3.918056,102.530556,ok,parsed_dms,parsed_dms
3930012,Sg. Lembing P.C.C.L Mill,RF,Pahang,Pahang,3.916667,103.036111,ok,parsed_dms,parsed_dms
3930013,Bukit Kenau,RF,Pahang,Pahang,3.92,103.05,ok,parsed_dms,parsed_dms
3931013,Ldg. Nada,RF,Pahang,Pahang,3.908333,103.105556,ok,parsed_dms,parsed_dms
3931014,Ldg. Kuala Reman,RF,Pahang,Pahang,3.9,103.133333,ok,parsed_dms,parsed_dms
3933003,Balok di Kuantan,RF,Pahang,Pahang,3.944444,103.383333,ok,parsed_dms,parsed_dms
4019001,JKR Benta,RF,Pahang,Pahang,4.033333,101.966667,ok,parsed_excel_date,parsed_dms
4019044,Ulu Atok,RF,Pahang,Pahang,4.059722,101.936111,ok,parsed_excel_date,parsed_dms
4019061,JKR Benta,RF,Pahang,Pahang,4.016667,101.963889,ok,parsed_excel_date,parsed_dms
4019063,Ldg. Benta,RF,Pahang,Pahang,4.051389,101.9875,ok,parsed_excel_date,parsed_dms
4020001,Paya Tampin,RF,Pahang,Pahang,4.038889,102.0375,ok,parsed_excel_date,parsed_dms
4020062,"Ldg. Budu, Raub",RF,Pahang,Pahang,4.041667,102.0,ok,parsed_excel_date,parsed_dms
4020065,Bt. 12 Jln. Benta-Kuantan,RF,Pahang,Pahang,4.0,102.125,ok,parsed_dms,parsed_dms
4023001,Kg. Sg. Yap,RF,Pahang,Pahang,4.031944,102.325,ok,parsed_excel_date,parsed_dms
4023117,Sek. Keb. Kg.Tembeling,RF,Pahang,Pahang,4.069444,102.319444,ok,parsed_excel_date,parsed_dms
4033001,Kg. Cherating,RF,Pahang,Pahang,4.093056,103.380556,ok,parsed_excel_date,parsed_dms
4033002,Kg. Sg. Ular,RF,Pahang,Pahang,4.05,103.394444,ok,parsed_excel_date,parsed_dms
4120064,Hospital Kuala Lipis,RF,Pahang,Pahang,4.186111,102.043056,ok,parsed_excel_date,parsed_dms
4122067,Stn. Keretapi Krambit,RF,Pahang,Pahang,4.119444,102.2,ok,parsed_excel_date,parsed_dms
4123116,Kg. Chebong,RF,Pahang,Pahang,4.122222,102.345833,ok,parsed_excel_date,parsed_dms
4127001,Kawasan (B) Ulu Tekai,RF,Pahang,Pahang,4.105556,102.753056,ok,parsed_excel_date,parsed_dms
4128001,Kawasan 'C' Ulu Tekai,RF,Pahang,Pahang,4.194444,102.879167,ok,parsed_excel_date,parsed_dms
4218042,Kuala Medang,RF,Pahang,Pahang,4.297222,101.811111,ok,parsed_excel_date,parsed_dms
4218043,Paya Tepuai,RF,Pahang,Pahang,4.216667,101.9,ok,parsed_excel_date,parsed_dms
4219001,Bukit Betong,RF,Pahang,Pahang,4.233333,101.940278,ok,parsed_excel_date,parsed_dms
4219049,Kg. Telang,RF,Pahang,Pahang,4.248611,101.963889,ok,parsed_excel_date,parsed_dms
4223115,Kg. Merting,RF,Pahang,Pahang,4.243056,102.383333,ok,parsed_excel_date,parsed_dms
4227001,Ulu Tekai (A),RF,Pahang,Pahang,4.233333,102.733333,ok,parsed_excel_date,parsed_dms
4319048,Sek. Keb. Kg. Aur Gading,RF,Pahang,Pahang,4.351389,101.919444,ok,parsed_excel_date,parsed_dms
4320066,Kg. Bandar di Ulu Kechau,RF,Pahang,Pahang,4.358333,102.066667,ok,parsed_excel_date,parsed_dms
4324001,Kuala Tahan,RF,Pahang,Pahang,4.386111,102.402778,ok,parsed_excel_date,parsed_dms
4324113,Kuala Tahan di Taman Negara,RF,Pahang,Pahang,4.386111,102.404167,ok,parsed_excel_date,parsed_dms
4413033,"Jalan Quarry, Brinching",RF,Pahang,Pahang,4.495833,101.390278,ok,parsed_excel_date,parsed_dms
4413034,Stn. Kajicuaca C.Highlands,RF,Pahang,Pahang,4.473611,101.377778,ok,parsed_excel_date,parsed_dms
